Recency,Frequency,Monetary,R_Quartile,F_Quartile,M_Quartile,RFM_Sum,Segment
15,5,3322.84,4,4,4,12,Champions
70,1,144.72,2,1,1,4,Lost
209,2,266.02,1,2,2,5,At Risk
25,2,193.42,3,2,1,6,At Risk
32,5,966.13,3,4,3,10,Loyal Customers
22,13,3079.37,3,4,4,11,Champions
45,6,1541.59,3,4,4,11,Champions
14,14,3937.02,4,4,4,12,Champions
49,1,350.47,3,1,2,6,At Risk
122,3,195.05,2,3,1,6,At Risk
240,2,554.83,1,2,3,6,At Risk
304,1,202.62,1,1,1,3,Lost
51,1,47.44,2,1,1,4,Lost
13,3,692.9,4,3,3,10,Loyal Customers
24,1,455.45,3,1,3,7,Potential Loyalist
6,2,747.43,4,2,3,9,Loyal Customers
10,4,1911.75,4,3,4,11,Champions
73,1,75.75,2,1,1,4,Lost
10,7,1267.07,4,4,4,12,Champions
161,2,219.39999999999998,1,2,2,5,At Risk
129,2,340.3,2,2,2,6,At Risk
23,4,1243.34,3,3,4,10,Loyal Customers
28,9,1592.27,3,4,4,11,Champions
11,1,285.56,4,1,2,7,Potential Loyalist
23,2,464.51,3,2,3,8,Potential Loyalist
268,1,60.2,1,1,1,3,Lost
78,1,114.3,2,1,1,4,Lost
111,2,635.49,2,2,3,7,Potential Loyalist
365,1,58.8,1,1,1,3,Lost
28,10,2037.45,3,4,4,11,Champions
211,3,810.7900000000001,1,3,3,7,Potential Loyalist
57,1,82.11,2,1,1,4,Lost
52,3,1224.6000000000001,2,3,4,9,Loyal Customers
130,1,781.49,2,1,3,6,At Risk
13,1,166.08,4,1,1,6,At Risk
3,10,3623.63,4,4,4,12,Champions
17,12,4274.92,4,4,4,12,Champions
30,3,531.22,3,3,3,9,Loyal Customers
269,1,80.65,1,1,1,3,Lost
2,7,1342.44,4,4,4,12,Champions
65,5,1177.25,2,4,4,10,Loyal Customers
17,2,200.22,4,2,1,7,Potential Loyalist
9,12,2354.81,4,4,4,12,Champions
133,1,186.05,2,1,1,4,Lost
17,7,1542.3600000000001,4,4,4,12,Champions
10,2,547.94,4,2,3,9,Loyal Customers
57,1,65.34,2,1,1,4,Lost
58,5,1708.07,2,4,4,10,Loyal Customers
30,1,70.25,3,1,1,5,At Risk
34,7,880.52,3,4,3,10,Loyal Customers
219,1,173.9,1,1,1,3,Lost
7,4,1119.59,4,3,4,11,Champions
42,2,2010.42,3,2,4,9,Loyal Customers
58,5,1308.93,2,4,4,10,Loyal Customers
66,2,271.32,2,2,2,6,At Risk
10,29,13384.17,4,4,4,12,Champions
50,5,1010.2,2,4,3,9,Loyal Customers
27,20,3212.33,3,4,4,11,Champions
255,1,298.11,1,1,2,4,Lost
44,2,892.86,3,2,3,8,Potential Loyalist
15,1,151.4,4,1,1,6,At Risk
2,6,2353.4900000000002,4,4,4,12,Champions
35,1,201.01,3,1,1,5,At Risk
8,7,2535.26,4,4,4,12,Champions
72,6,3487.01,2,4,4,10,Loyal Customers
22,15,3287.92,3,4,4,11,Champions
350,2,242.70000000000002,1,2,2,5,At Risk
119,4,611.04,2,3,3,8,Potential Loyalist
129,1,166.47,2,1,1,4,Lost
133,1,251.92000000000002,2,1,2,5,At Risk
123,2,607.94,2,2,3,7,Potential Loyalist
30,8,1751.63,3,4,4,11,Champions
228,1,298.25,1,1,2,4,Lost
252,1,154.95,1,1,1,3,Lost
8,4,2135.39,4,3,4,11,Champions
244,1,193.65,1,1,1,3,Lost
22,4,1016.99,3,3,3,9,Loyal Customers
27,3,798.74,3,3,3,9,Loyal Customers
160,2,729.99,1,2,3,6,At Risk
22,8,1412.72,3,4,4,11,Champions
36,16,6204.09,3,4,4,11,Champions
177,2,50.400000000000006,1,2,1,4,Lost
179,2,258.58,1,2,2,5,At Risk
161,1,58.25,1,1,1,3,Lost
2,2,369.8,4,2,2,8,Potential Loyalist
36,1,403.21,3,1,2,6,At Risk
312,1,153.0,1,1,1,3,Lost
21,10,4455.29,3,4,4,11,Champions
224,1,113.85,1,1,1,3,Lost
29,15,3669.72,3,4,4,11,Champions
18,4,860.54,3,3,3,9,Loyal Customers
88,4,1560.26,2,3,4,9,Loyal Customers
164,2,163.9,1,2,1,4,Lost
63,3,820.2,2,3,3,8,Potential Loyalist
8,11,2946.2799999999997,4,4,4,12,Champions
7,1,923.35,4,1,3,8,Potential Loyalist
57,2,2026.0,2,2,4,8,Potential Loyalist
20,12,3572.98,3,4,4,11,Champions
71,4,871.06,2,3,3,8,Potential Loyalist
364,1,222.52,1,1,2,4,Lost
30,2,471.63,3,2,3,8,Potential Loyalist
45,3,567.91,3,3,3,9,Loyal Customers
29,18,11412.16,3,4,4,11,Champions
1,2,215.59,4,2,2,8,Potential Loyalist
1,2,137.64000000000001,4,2,1,7,Potential Loyalist
11,4,1351.81,4,3,4,11,Champions
3,7,2131.35,4,4,4,12,Champions
105,2,200.86,2,2,1,5,At Risk
17,5,1046.26,4,4,3,11,Champions
232,1,74.8,1,1,1,3,Lost
104,1,71.4,2,1,1,4,Lost
170,2,478.95,1,2,3,6,At Risk
28,8,1103.62,3,4,3,10,Loyal Customers
29,4,947.01,3,3,3,9,Loyal Customers
6,28,4036.85,4,4,4,12,Champions
11,8,3130.05,4,4,4,12,Champions
9,3,680.49,4,3,3,10,Loyal Customers
13,2,218.25,4,2,2,8,Potential Loyalist
24,1,285.64,3,1,2,6,At Risk
255,1,15.0,1,1,1,3,Lost
42,2,725.62,3,2,3,8,Potential Loyalist
150,3,263.83,1,3,2,6,At Risk
7,1,262.95,4,1,2,7,Potential Loyalist
25,2,958.44,3,2,3,8,Potential Loyalist
4,10,3311.63,4,4,4,12,Champions
190,3,286.57,1,3,2,6,At Risk
48,2,213.71,3,2,2,7,Potential Loyalist
2,2,134.32,4,2,1,7,Potential Loyalist
88,4,997.42,2,3,3,8,Potential Loyalist
246,1,56.4,1,1,1,3,Lost
16,3,647.41,4,3,3,10,Loyal Customers
13,3,494.86,4,3,3,10,Loyal Customers
151,1,62.17,1,1,1,3,Lost
64,2,274.97,2,2,2,6,At Risk
45,1,123.44,3,1,1,5,At Risk
77,2,238.67,2,2,2,6,At Risk
144,4,1677.94,2,3,4,9,Loyal Customers
121,1,8.2,2,1,1,4,Lost
273,1,191.65,1,1,1,3,Lost
18,14,1653.5,3,4,4,11,Champions
21,1,106.1,3,1,1,5,At Risk
17,1,172.32,4,1,1,6,At Risk
171,2,311.48,1,2,2,5,At Risk
32,4,585.95,3,3,3,9,Loyal Customers
14,3,644.63,4,3,3,10,Loyal Customers
14,10,2538.96,4,4,4,12,Champions
29,9,964.16,3,4,3,10,Loyal Customers
74,3,1145.07,2,3,4,9,Loyal Customers
65,1,211.83,2,1,2,5,At Risk
3,1,445.11,4,1,2,7,Potential Loyalist
8,4,729.45,4,3,3,10,Loyal Customers
3,37,5452.81,4,4,4,12,Champions
4,4,579.61,4,3,3,10,Loyal Customers
6,5,1221.03,4,4,4,12,Champions
28,4,36.56,3,3,1,7,Potential Loyalist
269,1,51.25,1,1,1,3,Lost
63,6,676.81,2,4,3,9,Loyal Customers
43,1,235.84,3,1,2,6,At Risk
234,4,1388.64,1,3,4,8,Potential Loyalist
14,4,902.02,4,3,3,10,Loyal Customers
290,1,765.34,1,1,3,5,At Risk
253,2,165.65,1,2,1,4,Lost
25,1,35.400000000000006,3,1,1,5,At Risk
41,1,148.53,3,1,1,5,At Risk
1,2,189.7,4,2,1,7,Potential Loyalist
39,1,110.21000000000001,3,1,1,5,At Risk
34,8,1101.23,3,4,3,10,Loyal Customers
18,5,1870.56,3,4,4,11,Champions
34,1,338.8,3,1,2,6,At Risk
1,119,30571.57,4,4,4,12,Champions
295,1,178.63,1,1,1,3,Lost
98,1,51.559999999999995,2,1,1,4,Lost
140,6,331.02,2,4,2,8,Potential Loyalist
255,3,64.60000000000001,1,3,1,5,At Risk
364,34,4462.16,1,4,4,9,Loyal Customers
3,2,114.34,4,2,1,7,Potential Loyalist
177,2,120.01,1,2,1,4,Lost
364,1,199.02,1,1,1,3,Lost
225,2,131.0,1,2,1,4,Lost
350,1,5.5,1,1,1,3,Lost
45,8,1672.24,3,4,4,11,Champions
296,1,124.81,1,1,1,3,Lost
360,1,221.0,1,1,2,4,Lost
16,7,1255.32,4,4,4,12,Champions
315,1,260.0,1,1,2,4,Lost
51,6,2891.44,2,4,4,10,Loyal Customers
4,3,523.28,4,3,3,10,Loyal Customers
22,18,6390.820000000001,3,4,4,11,Champions
134,1,170.8,2,1,1,4,Lost
22,3,240.77,3,3,2,8,Potential Loyalist
99,5,275.03,2,4,2,8,Potential Loyalist
6,10,1076.57,4,4,3,11,Champions
196,1,131.42000000000002,1,1,1,3,Lost
72,5,1083.46,2,4,3,9,Loyal Customers
177,6,527.07,1,4,3,8,Potential Loyalist
162,1,158.01,1,1,1,3,Lost
35,1,244.83,3,1,2,6,At Risk
165,1,154.67,1,1,1,3,Lost
356,1,387.82,1,1,2,4,Lost
296,1,133.35000000000002,1,1,1,3,Lost
6,3,340.85,4,3,2,9,Loyal Customers
303,3,454.59,1,3,3,7,Potential Loyalist
4,1,173.44,4,1,1,6,At Risk
23,3,498.56,3,3,3,9,Loyal Customers
121,1,47.05,2,1,1,4,Lost
51,6,402.47,2,4,2,8,Potential Loyalist
204,2,162.42,1,2,1,4,Lost
314,2,523.77,1,2,3,6,At Risk
153,1,203.85999999999999,1,1,1,3,Lost
49,2,121.1,3,2,1,6,At Risk
217,1,71.35000000000001,1,1,1,3,Lost
63,8,905.76,2,4,3,9,Loyal Customers
36,1,82.91,3,1,1,5,At Risk
164,3,405.35,1,3,2,6,At Risk
77,2,138.14,2,2,1,5,At Risk
151,1,95.59,1,1,1,3,Lost
182,2,97.19999999999999,1,2,1,4,Lost
21,1,41.78,3,1,1,5,At Risk
13,1,102.22,4,1,1,6,At Risk
148,3,339.84000000000003,1,3,2,6,At Risk
239,1,55.95,1,1,1,3,Lost
365,1,229.45,1,1,2,4,Lost
1,1,294.35,4,1,2,7,Potential Loyalist
302,5,195.13,1,4,1,6,At Risk
50,2,342.34,2,2,2,6,At Risk
37,3,324.33,3,3,2,8,Potential Loyalist
80,1,615.48,2,1,3,6,At Risk
3,15,3048.85,4,4,4,12,Champions
55,4,775.67,2,3,3,8,Potential Loyalist
3,4,703.38,4,3,3,10,Loyal Customers
125,2,309.23,2,2,2,6,At Risk
37,2,155.56,3,2,1,6,At Risk
300,1,196.20000000000002,1,1,1,3,Lost
27,5,707.4,3,4,3,10,Loyal Customers
125,2,255.0,2,2,2,6,At Risk
20,3,1188.92,3,3,4,10,Loyal Customers
50,1,307.68,2,1,2,5,At Risk
130,2,137.29,2,2,1,5,At Risk
23,3,105.0,3,3,1,7,Potential Loyalist
151,1,99.14,1,1,1,3,Lost
225,2,79.78,1,2,1,4,Lost
29,1,136.68,3,1,1,5,At Risk
142,2,47.58,2,2,1,5,At Risk
64,3,365.15,2,3,2,7,Potential Loyalist
31,3,208.38000000000002,3,3,2,8,Potential Loyalist
60,10,1743.2,2,4,4,10,Loyal Customers
211,2,55.599999999999994,1,2,1,4,Lost
58,1,96.25,2,1,1,4,Lost
108,1,136.16,2,1,1,4,Lost
163,1,73.78,1,1,1,3,Lost
13,37,858.24,4,4,3,11,Champions
134,1,82.44,2,1,1,4,Lost
23,2,334.74,3,2,2,7,Potential Loyalist
29,14,2084.05,3,4,4,11,Champions
143,2,155.43,2,2,1,5,At Risk
363,1,95.22,1,1,1,3,Lost
365,1,269.4,1,1,2,4,Lost
158,2,63.45,1,2,1,4,Lost
202,1,299.13,1,1,2,4,Lost
233,1,97.39,1,1,1,3,Lost
43,1,299.48,3,1,2,6,At Risk
16,3,687.9,4,3,3,10,Loyal Customers
7,13,3828.05,4,4,4,12,Champions
364,1,314.04,1,1,2,4,Lost
21,1,95.29,3,1,1,5,At Risk
357,1,129.5,1,1,1,3,Lost
27,4,601.73,3,3,3,9,Loyal Customers
157,3,228.15,1,3,2,6,At Risk
137,1,131.68,2,1,1,4,Lost
14,1,574.95,4,1,3,8,Potential Loyalist
48,1,20.8,3,1,1,5,At Risk
177,1,123.92999999999999,1,1,1,3,Lost
3,7,99.92,4,4,1,9,Loyal Customers
228,3,585.84,1,3,3,7,Potential Loyalist
217,2,67.85,1,2,1,4,Lost
113,4,549.43,2,3,3,8,Potential Loyalist
273,1,23.6,1,1,1,3,Lost
66,8,1272.31,2,4,4,10,Loyal Customers
29,2,336.46,3,2,2,7,Potential Loyalist
4,2,275.03000000000003,4,2,2,8,Potential Loyalist
354,1,115.97,1,1,1,3,Lost
39,1,89.02,3,1,1,5,At Risk
15,1,251.53000000000003,4,1,2,7,Potential Loyalist
62,4,71.53,2,3,1,6,At Risk
227,1,182.29,1,1,1,3,Lost
248,1,61.6,1,1,1,3,Lost
365,1,92.84,1,1,1,3,Lost
147,2,129.81,1,2,1,4,Lost
20,1,150.52,3,1,1,5,At Risk
24,5,955.5,3,4,3,10,Loyal Customers
100,2,53.589999999999996,2,2,1,5,At Risk
43,1,28.5,3,1,1,5,At Risk
27,1,597.64,3,1,3,7,Potential Loyalist
144,1,67.63,2,1,1,4,Lost
90,1,115.31,2,1,1,4,Lost
34,1,12.7,3,1,1,5,At Risk
326,1,73.5,1,1,1,3,Lost
57,1,75.97,2,1,1,4,Lost
13,2,347.04,4,2,2,8,Potential Loyalist
27,3,257.44,3,3,2,8,Potential Loyalist
24,3,405.62,3,3,2,8,Potential Loyalist
146,6,33.17,1,4,1,6,At Risk
11,2,340.20000000000005,4,2,2,8,Potential Loyalist
3,21,2982.09,4,4,4,12,Champions
45,1,93.35,3,1,1,5,At Risk
16,3,456.81,4,3,3,10,Loyal Customers
28,9,1177.8,3,4,4,11,Champions
37,1,156.15,3,1,1,5,At Risk
195,2,95.97,1,2,1,4,Lost
351,1,74.4,1,1,1,3,Lost
62,1,283.02,2,1,2,5,At Risk
31,9,4734.1900000000005,3,4,4,11,Champions
280,1,293.7,1,1,2,4,Lost
1,1,6.959999999999999,4,1,1,6,At Risk
15,3,290.56,4,3,2,9,Loyal Customers
13,10,1053.39,4,4,3,11,Champions
165,3,282.45,1,3,2,6,At Risk
125,1,48.0,2,1,1,4,Lost
78,11,1557.47,2,4,4,10,Loyal Customers
67,1,318.0,2,1,2,5,At Risk
32,1,319.03,3,1,2,6,At Risk
18,5,1879.85,3,4,4,11,Champions
249,2,369.4,1,2,2,5,At Risk
177,1,247.44,1,1,2,4,Lost
106,11,725.3000000000001,2,4,3,9,Loyal Customers
365,1,185.3,1,1,1,3,Lost
15,10,2141.4900000000002,4,4,4,12,Champions
25,10,2198.21,3,4,4,11,Champions
209,2,185.98,1,2,1,4,Lost
37,3,610.51,3,3,3,9,Loyal Customers
28,3,290.58000000000004,3,3,2,8,Potential Loyalist
17,1,585.41,4,1,3,8,Potential Loyalist
322,2,689.95,1,2,3,6,At Risk
266,1,101.34,1,1,1,3,Lost
53,1,133.67000000000002,2,1,1,4,Lost
30,8,2476.12,3,4,4,11,Champions
112,2,398.59999999999997,2,2,2,6,At Risk
73,6,1705.46,2,4,4,10,Loyal Customers
304,2,283.8,1,2,2,5,At Risk
3,3,766.73,4,3,3,10,Loyal Customers
118,5,1435.42,2,4,4,10,Loyal Customers
119,1,160.35999999999999,2,1,1,4,Lost
3,2,163.95,4,2,1,7,Potential Loyalist
27,12,4801.26,3,4,4,11,Champions
29,1,424.64,3,1,2,6,At Risk
29,1,103.53,3,1,1,5,At Risk
321,1,196.9,1,1,1,3,Lost
246,1,201.2,1,1,1,3,Lost
6,23,2946.07,4,4,4,12,Champions
11,1,218.4,4,1,2,7,Potential Loyalist
4,2,198.52,4,2,1,7,Potential Loyalist
282,1,137.9,1,1,1,3,Lost
59,8,1099.07,2,4,3,9,Loyal Customers
17,1,225.74,4,1,2,7,Potential Loyalist
2,26,4672.75,4,4,4,12,Champions
359,1,140.51,1,1,1,3,Lost
206,1,75.35,1,1,1,3,Lost
141,2,635.6,2,2,3,7,Potential Loyalist
14,5,1230.83,4,4,4,12,Champions
16,2,389.16,4,2,2,8,Potential Loyalist
21,4,1035.31,3,3,3,9,Loyal Customers
52,1,198.57999999999998,2,1,1,4,Lost
11,3,258.74,4,3,2,9,Loyal Customers
235,1,99.80000000000001,1,1,1,3,Lost
7,3,941.16,4,3,3,10,Loyal Customers
20,4,206.25,3,3,2,8,Potential Loyalist
55,3,767.33,2,3,3,8,Potential Loyalist
287,1,67.80000000000001,1,1,1,3,Lost
9,6,3112.86,4,4,4,12,Champions
207,1,134.4,1,1,1,3,Lost
108,2,895.8100000000001,2,2,3,7,Potential Loyalist
22,11,912.1500000000001,3,4,3,10,Loyal Customers
4,4,2761.12,4,3,4,11,Champions
132,2,160.35000000000002,2,2,1,5,At Risk
37,2,147.83999999999997,3,2,1,6,At Risk
42,3,323.7,3,3,2,8,Potential Loyalist
24,3,566.58,3,3,3,9,Loyal Customers
126,2,560.7,2,2,3,7,Potential Loyalist
35,1,207.73999999999998,3,1,2,6,At Risk
67,3,351.46,2,3,2,7,Potential Loyalist
4,2,698.49,4,2,3,9,Loyal Customers
1,2,453.4,4,2,2,8,Potential Loyalist
293,1,257.25,1,1,2,4,Lost
49,2,499.06,3,2,3,8,Potential Loyalist
7,5,1281.32,4,4,4,12,Champions
29,1,337.40000000000003,3,1,2,6,At Risk
169,1,177.66,1,1,1,3,Lost
15,3,1259.46,4,3,4,11,Champions
167,6,863.68,1,4,3,8,Potential Loyalist
52,1,151.65,2,1,1,4,Lost
25,3,490.51,3,3,3,9,Loyal Customers
50,5,675.6800000000001,2,4,3,9,Loyal Customers
22,15,4039.5,3,4,4,11,Champions
78,4,884.98,2,3,3,8,Potential Loyalist
350,1,419.05,1,1,2,4,Lost
23,6,1279.02,3,4,4,11,Champions
120,4,1521.22,2,3,4,9,Loyal Customers
1,5,1233.24,4,4,4,12,Champions
51,5,1357.25,2,4,4,10,Loyal Customers
16,1,340.35,4,1,2,7,Potential Loyalist
219,2,512.87,1,2,3,6,At Risk
241,1,214.25,1,1,2,4,Lost
7,3,1344.72,4,3,4,11,Champions
69,2,891.34,2,2,3,7,Potential Loyalist
184,2,219.16000000000003,1,2,2,5,At Risk
253,1,37.4,1,1,1,3,Lost
63,1,698.82,2,1,3,6,At Risk
157,1,208.91,1,1,2,4,Lost
87,2,588.43,2,2,3,7,Potential Loyalist
23,15,1747.39,3,4,4,11,Champions
97,1,163.8,2,1,1,4,Lost
191,3,1058.99,1,3,3,7,Potential Loyalist
149,1,126.07,1,1,1,3,Lost
63,3,1673.55,2,3,4,9,Loyal Customers
28,2,408.86,3,2,2,7,Potential Loyalist
20,1,139.10000000000002,3,1,1,5,At Risk
1,5,1796.78,4,4,4,12,Champions
17,5,515.0699999999999,4,4,3,11,Champions
318,1,207.82,1,1,2,4,Lost
228,1,232.48000000000002,1,1,2,4,Lost
81,1,266.34000000000003,2,1,2,5,At Risk
23,1,360.85,3,1,2,6,At Risk
21,2,515.67,3,2,3,8,Potential Loyalist
203,2,299.0,1,2,2,5,At Risk
34,9,1432.55,3,4,4,11,Champions
14,5,913.82,4,4,3,11,Champions
84,1,333.87,2,1,2,5,At Risk
31,13,4902.6,3,4,4,11,Champions
255,1,158.95000000000002,1,1,1,3,Lost
13,11,3918.23,4,4,4,12,Champions
36,11,4400.21,3,4,4,11,Champions
209,1,30.0,1,1,1,3,Lost
48,2,760.0,3,2,3,8,Potential Loyalist
3,20,3664.7,4,4,4,12,Champions
1,7,2032.9,4,4,4,12,Champions
184,5,1492.02,1,4,4,9,Loyal Customers
73,4,533.57,2,3,3,8,Potential Loyalist
63,3,1477.78,2,3,4,9,Loyal Customers
21,6,818.64,3,4,3,10,Loyal Customers
57,4,693.8199999999999,2,3,3,8,Potential Loyalist
210,5,1457.81,1,4,4,9,Loyal Customers
38,1,125.58000000000001,3,1,1,5,At Risk
1,17,1786.64,4,4,4,12,Champions
64,4,1629.92,2,3,4,9,Loyal Customers
141,6,1481.08,2,4,4,10,Loyal Customers
225,1,29.5,1,1,1,3,Lost
114,2,599.84,2,2,3,7,Potential Loyalist
9,1,81.66,4,1,1,6,At Risk
302,1,270.62,1,1,2,4,Lost
42,2,385.67,3,2,2,7,Potential Loyalist
81,1,103.3,2,1,1,4,Lost
31,8,2012.26,3,4,4,11,Champions
16,3,2203.6000000000004,4,3,4,11,Champions
164,6,2127.31,1,4,4,9,Loyal Customers
35,2,314.29,3,2,2,7,Potential Loyalist
132,1,149.48,2,1,1,4,Lost
17,3,1042.4,4,3,3,10,Loyal Customers
64,2,609.11,2,2,3,7,Potential Loyalist
358,1,168.6,1,1,1,3,Lost
30,2,244.9,3,2,2,7,Potential Loyalist
37,5,2427.08,3,4,4,11,Champions
249,1,51.0,1,1,1,3,Lost
22,1,163.17,3,1,1,5,At Risk
35,1,213.46,3,1,2,6,At Risk
50,1,110.38,2,1,1,4,Lost
65,1,173.9,2,1,1,4,Lost
269,1,137.0,1,1,1,3,Lost
172,1,46.92,1,1,1,3,Lost
118,1,60.790000000000006,2,1,1,4,Lost
1,15,1843.98,4,4,4,12,Champions
34,3,960.76,3,3,3,9,Loyal Customers
